Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
KORG,01/W,PROG -> Bank A,A90 Underwater,SNCBNK5B -> Smpl_0B,Quartz Quadrant Past,
KORG,01/W,PROG -> Bank B,B49 VeloGated,SNCBNK3B -> Smpl_02,Collision Chaos Past,
KORG,01/W,PROG -> Bank B,B61 Gospel Org,SNCBNK8B -> Smpl_07,Metallic Madness Past,
KORG,01/W,PROG -> Bank B,B88 Vox Dude !,,"Collision Chaos Past, Stardust Speedway Past",
KORG,T2,PROG A,A17 Organ 2,"SNCBNK7B -> Smpl_10, Smpl_11",Stardust Speedway Past,
KORG,T2,PROG A,A22 Solo Sax,SNCBNK7B -> Smpl_09,Stardust Speedway Past,
KORG,T2,PROG B,B07 Stringorch,SNCBNK6B -> Smpl_00,Wacky Workbench Past,
KORG,T2,PROG B,B09 T1 Drums,"SNCBNK4B -> Smpl_06, Smpl_07, Smpl_08",Tidal Tempest Past,
KORG,T2,PROG B,B72 Hard Flute,SNCBNK6B -> Smpl_0A,Wacky Workbench Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM1,21 African Sunset,SNCBNK4B -> Smpl_0B,Tidal Tempest Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM2,36 Thick Pick,SNCBNK4B -> Smpl_03,Tidal Tempest Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM2,44 Xnaos Split,SNCBNK6B -> Smpl_0C,Wacky Workbench Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM3,06 African Kalimba,"SNCBNK4B -> Smpl_00, Smpl_02",Tidal Tempest Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM3,07 Drum Kit,"SNCBNK4B -> Smpl_04, Smpl_05",Tidal Tempest Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM3,11 Harp & Strings,"SNCBNK4B -> Smpl_0C, Smpl_09",Tidal Tempest Past,
KORG ,WAVESTATION A/D,PERFORMANCES -> RAM3,12 CuCu Flute,SNCBNK4B -> Smpl_01,Tidal Tempest Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 37 -> TR 909 BD -> TS 0:13,Bass Drum 12,SNCBNK6B -> Smpl_01,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 38 - TR 909 SD 1 -> TS 0:05,Snare Drum 5,TR-909 Mid Snare,"Quartz Quadrant Past, Metallic Madness Past",
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 40 - TR 909 VARIOUS -> TS 0:10,Handclap,SNCBNK6B -> Smpl_08,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 55 - R8 HIHAT -> TS 0:00,Closed HH 1,SNCBNK6B -> Smpl_06,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 55 - R8 HIHAT -> TS 0:05,Open HH 2,SNCBNK6B -> Smpl_09,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 56 - R8 CYMBAL -> TS 0:25,Crash 2,SNCBNK6B -> Smpl_0E,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 64 - R8 MIXED PERCUSSION 4 -> TS 0:17,Tambourin 1,,"Tidal Tempest Past, Quartz Quadrant Past, Wacky Workbench Past",
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 72 - OFF D RECORD 8 -> TS 0:15,Snare Drum 119,SNCBNK6B -> Smpl_07,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 81 - FROM D ARCHIVES 1 -> TS 0:09,Simmons Snare,SNCBNK6B -> Smpl_0D,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 14 - FAT BASS 1 -> TS 0:20,Fat Pro 3,SNCBNK7B -> Smpl_04,Stardust Speedway Past,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 16 - SUBSONIC BASS -> TS: 0:00,Sub Moog 1,SNCBNK3B -> Smpl_11,Collision Chaos Past,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 18 - HITS & CHORDS -> TS 0:08,Hit 7,SNCBNK8B -> Smpl_0D,Metallic Madness Past,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 18 - HITS & CHORDS -> TS 0:14,Fluffy Chord,SNCBNK8B -> Smpl_0C,Metallic Madness Past,
Roland,D-70,PATCH -> A,A11 GrandPf Sw,,"Quartz Quadrant Past, Stardust Speedway Past, Metallic Madness Past",
Roland,D-70,PATCH -> A,A21 Strings,SNCBNK1B -> Smpl_07,Palmtree Panic Past,
Roland,D-70,PATCH -> A,A57 Vibes + Bass,SNCBNK1B -> Smpl_01,Palmtree Panic Past,
Roland ,JD-800,Internal,I-16: Fantasia 90's,SNCBNK8B -> Smpl_00,Metallic Madness Past,
Roland,JD-800,Internal,I-18: Mother Afrika!,SNCBNK5B -> Smpl_05,Quartz Quadrant Past,
Roland,JD-800,Internal,I-26: Perc-Vox Stack,"SNCBNK7B -> Smpl_0E, Smpl_0F",Stardust Speedway Past,
Roland ,JD-800,Internal,I-33: Bruiser Tines,"SNCBNK7B -> Smpl_05, Smpl_06","Stardust Speedway Past, Metallic Madness Past",
Roland ,JD-800,Internal,I-34: Wet Bass,SNCBNK8B -> Smpl_03,Metallic Madness Past,
Roland,JD-800,Internal,I-35: Throaty Clav,SNCBNK7B -> Smpl_0A,Stardust Speedway Past ,
Roland,JD-800,Internal,I-48: Harlequin,SNCBNK5B -> Smpl_0A,Quartz Quadrant Past,
Waldorf,Microwave (Factory Soundset),Sound Prog -> Bank B,B22 Growl Bass,SNCBNK5B -> Smpl_04 // Bass,Quartz Quadrant Past,
Zero-G,Datafile 2,Track 37 - Italo-house Piano -> TS 0:08,G2,SNCBNK6B -> Smpl_0B,Wacky Workbench Past,
Zero-G,Datafile 2,Track 91 - Vocal adlib (Male) -> TS 0:16,"""Ay-hey-yeah!""",SNCBNK7B -> Smpl_08,Stardust Speedway Past,
Stuff to Find,,,,,,
E-MU Systems,Procussion,,,SNCBNK5B -> Smpl_03 // Cowbell,Quartz Quadrant Past,
KORG,01/W,,,SNCBNK3B -> Smpl_0D // Piano COMBI,Collision Chaos Past,
KORG,01/W,,,SNCBNK8B -> Smpl_0B // Hit+Cymbal,Metallic Madness Past,
Polestar Magnetics,The X-Static Goldmine,,,SNCBNK6B -> Smpl_01 // Kick,Wacky Workbench Past,
Polestar Magnetics,The X-Static Goldmine,,,SNCBNK8B -> Smpl_01 // Kick,Metallic Madness Past,
Polestar Magnetics,The X-Static Goldmine,,,SNCBNK8B -> Smpl_02 // Closed Hi Hat,Metallic Madness Past,
Roland,JD-800,,,SNCBNK3B -> Smpl_08 // Anklungs,Collision Chaos Past,
?,?,,,SNCBNK1B -> Smpl_00 // Hi Bongo,Palmtree Panic Past,
?,?,,,SNCBNK1B -> Smpl_00 // Low Bongo,Palmtree Panic Past,
?,?,,,SNCBNK1B -> Smpl_04 // Tom,Palmtree Panic Past,
?,?,,,SNCBNK3B -> Smpl_04 // Orch Hit,Collision Chaos Past,
?,?,,,SNCBNK3B -> Smpl_05 // Snare,Collision Chaos Past,
?,?,,,SNCBNK3B -> Smpl_06 // Cabasa,Collision Chaos Past,
?,?,,,SNCBNK3B -> Smpl_0B // Hi Hat,Collision Chaos Past,
?,? (Sound Effects Library),,,SNCBNK3B -> Smpl_0F // Hi-pitch vocal,Collision Chaos Past,
?,?,,,SNCBNK3B -> Smpl_1D // Glass break,Collision Chaos Past,
?,?,,,SNCBNK5B -> Smpl_00 // Kick,Quartz Quadrant Past,
?,?,,,SNCBNK5B -> Smpl_02 // Cabasa,Quartz Quadrant Past,
?,?,,,SNCBNK6B -> Smpl_0F // Soft Horn,Wacky Workbench Past,
?,?,,,SNCBNK6B -> Smpl_03 // Phone Beep,Wacky Workbench Past,
?,?,,,SNCBNK6B -> Smpl_05 // Acid Bass,Wacky Workbench Past,
American Red Book Audio,,"(Released: November 23, 1993)",,"(Music by: Spencer Nilsen, Sterling)",,
Live Recording: Armando Peraza,Percussion,,,,"Collision Chaos (Present, Good and Bad Future), Metallic Madness (Present, Good and Bad Future)",
Live Recording: Bobby Vega,Bass,,,,"Collision Chaos (Present, Good and Bad Future), Metallic Madness (Present, Good and Bad Future)",
Live Recording: Brad Kaiser,Drums/Percussion,,,,~Used throughout the soundtrack~,
Live Recording: Erik Frykman,Guitar,,,,~Used throughout the soundtrack~,
Live Recording: Leonard DiCosimo,Laughing,,,,"Boss, Game Over",
Live Recording: Pastiche,Vocals,,,,~Used throughout the soundtrack~,
Alesis,D4,Drumset,01 Articulation,,"Tidal Tempest Bad Future, Stardust Speedway Present, Tidal Tempest Good Future, Stardust Speedway Good Future, Sonic Boom (Intro), Sonic Boom (Outro)",
Alesis,D4,Drumset,04 House-Scratch,,"Wacky Workbench Good Future, Stardust Speedway (Present and Bad Future), Stardust Speedway Present",
Alesis,D4,Drumset,05 Dry Acoustic,,"Tidal Tempest Good Future, Stardust Speedway Good Future, Sonic Boom (Intro), Sonic Boom (Outro)",
Alesis,D4,Drumset,06 Jingles-Pop,,"Quartz Quadrant Good Future, Quartz Quadrant Bad Future, Wacky Workbench Present, Tidal Tempest Present, Wacky Workbench Bad Future, Zone Clear",
Alesis,D4,Drumset,11 Country,,"Palmtree Panic Good Future, Palmtree Panic Bad Future, Tidal Tempest Present, Tidal Tempest Good Future",
Alesis,D4,Drumset,13 Aggressive,,"Palmtree Panic Present, Wacky Workbench Bad Future, Stardust Speedway Good Future, Sonic Boom (Intro), Sonic Boom (Outro) Zone Clear, Invencibility, Speed Shoes",
Alesis,D4,Drumset,14 Techno-Logic,,~Used throughout the soundtrack~,
Alesis,D4,Drumset,16 Industrial,,"Wacky Workbench Good Future, Stardust Speedway Bad Future",
Alesis,D4,Drumset,18 Chromatic #1,,"Palmtree Panic (Present, Good and Bad Future)",
E-MU Systems,Proteus MPS Plus Orchestral,Bank 0,070 Thunder Bass,,Tidal Tempest Good Future,
E-MU Systems,Proteus MPS Plus Orchestral,Bank 0,078 Wide Marimba,,"Palmtree Panic Present, Palmtree Panic Good Future",
Ensoniq,EPS,ED002,ROCK BASS,,Stardust Speedway Good Future,
Ensoniq,EPS,ED003,TR-808,,Tidal Tempest Present,
Ensoniq,EPS,ED014 -> CHOICE DRUMS -> NEW PROC.,TO,,Quartz Quadrant Present,
Ensoniq,EPS,ED014 -> CHOICE DRUMS -> NEW PROC.,NEWJR 13,,"Quartz Quadrant Present, Quartz Quadrant Good Future",
Ensoniq,EPS,ED014 -> CHOICE DRUMS -> NEW PROC.,NEWJR 17,,Quartz Quadrant Present,
Ensoniq,EPS,ED014 -> CHOICE DRUMS -> NEW PROC.,NEWJR 21,,Quartz Quadrant Present,
Ensoniq,VFX-SD,Internal ROM -> Sounds -> INT4,1 STAR-BRASS,,Palmtree Panic Present,
Ensoniq,VFX-SD,Internal ROM -> Sounds -> INT5,3 ELEC-BASS,,"Palmtree Panic Present, Quartz Quadrant Present, Sonic Boom (Intro), Sonic Boom (Outro)",
Ensoniq,VFX-SD,Internal ROM -> Sounds -> INT8,3 SUN-N-MOON,,Stardust Speedway Present,
Ensoniq,VFX-SD,VPC-101 -> Sounds -> INT5,5 SPACE-VOICE,,Stardust Speedway Bad Future,
Ensoniq,VFX-SD,VPC-102 -> Sounds -> INT6,4 DOORBEL-ATK,,Stardust Speedway Good Future,
KORG,01/Wpro,PROG -> Bank A,A29 Dance Kit,,Collision Chaos Present,
KORG,01/Wpro,PROG -> Bank B,B35 Gamelan,,Metallic Madness Present,
KORG,01/Wpro,PROG -> Bank B,B37 Choir,,Boss,
KORG,01/Wpro,Multisound,156 Wind Bell,,Boss,
KORG,WAVESTATION,PATCHES -> RAM1 ,01 Wave Rhythm,,Wacky Workbench Present,
KORG,WAVESTATION,PATCHES -> RAM1 ,16 Glider,,Special Stage,
KORG,WAVESTATION,PATCHES -> RAM1 ,33 Vox Breath,,Palmtree Panic Bad Future,
KORG,WAVESTATION,PERFORMANCES -> RAM1,03 Reswacker,,"Quartz Quatrant Good Future, Quartz Quadrant Bad Future",
KORG,WAVESTATION,PERFORMANCES -> RAM1,14 Ballerina Bells,,Tidal Tempest Present,
KORG,WAVESTATION,PERFORMANCES -> RAM1,34 Struck Bell,,Tidal Tempest Bad Future,
KORG,WAVESTATION,PERFORMANCES -> RAM1,48 Kilimanjaro,,Tidal Tempest Present,
KORG,WAVESTATION,PERFORMANCES -> RAM2,36 Thick Pick,,Wacky Workbench Present,
KORG,WAVESTATION,PERFORMANCES -> RAM2,46 20Sec. Invasion,,Boss,
KORG,WAVESTATION,PERFORMANCES -> ROM4,30 Drum Kit,,Tidal Tempest Good Future,
KORG,WAVESTATION,PERFORMANCES -> ROM4,35 Alto Sax,,"Palmtree Panic Good Future, Tidal Tempest Good Future",
KORG,WAVESTATION,PERFORMANCES -> ROM5,35 Tenor Sax,,Stardust Speedway Good Future,
KORG,WAVESTATION,WAVES,124 Metal 2TR,,Boss,
KORG,WAVESTATION,,,Custom Sequence,Palmtree Panic (Good and Bad future),
KORG,WAVESTATION,,,Custom Sequence,Quartz Quadrant Present,
KORG,WAVESTATION,,,Custom Sequence,Stardust Speedway Good Future,
KORG,WSC-3S Synth & Time Slice,PATCHES,30 Zap/Poplets,,Metallic Madness Bad Future,
KORG,WSC-3S Synth & Time Slice,PATCHES,31 Funky Zaps,,"Metallic Madness Present, Metallic Madness Good Future, Metallic Madness Bad Future",
KORG,WSC-3S Synth & Time Slice,PATCHES,33 New Power,,"Metallic Madness Present, Metallic Madness Good Future",
Kurzweil,K2000 V2,Programs,015 Steel Str Guitar,,Sonic Boom - Closing Theme,
Kurzweil,K2000 V2,Programs,019 Bella Voce,,Tidal Tempest Zone Bad Future,
Kurzweil,K2000 V2,Programs,037 Perc Voice,,Stardust Speedway Present,
Kurzweil,K2000 V2,Programs,040 Islanders,,Palmtree Panic Present,
Kurzweil,K2000 V2,Programs,052 Dual Elec Piano,,Tidal Tempest Present,
Kurzweil,K2000 V2,Programs,065 Guitar Mutes 1,,Sonic Boom - Closing Theme,
Kurzweil,K2000 V2,Programs,066 Finger Bass,,Palmtree Panic Good Future,
Kurzweil,K2000 V2,Programs,149 The Night Shift,,"Quartz Quadrant Bad Future, Quartz Quadrant Good Future",Link
Kurzweil,K2000 V2,Programs,156 Mogue Bass,,"Tidal Tempest Present, Tidal Tempest Bad Future, Stardust Speedway Present, Stardust Speedway Bad Future, Wacky Workbench Bad Future",
Kurzweil,K2000 V2,Programs,188 Poly Analog 5th,,Stardust Speedway Present,
Kurzweil,K2000 V2,Programs,191 Ethereal Echoes,,"Quartz Quadrant Bad Future, Quartz Quadrant Good Future",Link
Masterbits,Climax Vol. 4 - Grooves,Track 32 - SLOW HIP HOP 98 Bpm -> TS 0:00,Slow HH 1,,Tidal Tempest Present,
Roland,JD-800,Internal,I-17: Spun Glass,,Tidal Tempest Bad Future,
Roland,JD-800,Internal,I-26: Perc-Vox Stack,,Stardust Speedway Good Future,
Roland,JD-800,Internal,I-35: Throaty Clav,,Tidal Tempest Good Future,
Roland,JD-800,Internal,I-65: Nylon Choir,Turn off Tone D,Tidal Tempest Present,
Roland,JD-800,Internal,I-81: Aurora Borealis,,Game Over,
Roland,JD-800,Waveform,108 Wind Chime,,Collision Chaos Present,
Roland,JD-800,,,Custom Patch,"Palmtree Panic Good Future, Palmtree Panic Bad Future",
Yamaha,TG77,Internal ROM 2 -> Bank D,D13 ME*Voyager,,Collision Chaos Present,
Stuff to Find,,,,,,
Alesis,D4,,Snare Drum; Toms,,Special Stage,
Ensoniq,VFX-SD,VPC-103 -> Sounds -> INT0,1 ANNA-BEL,Not a 100% match,Stardust Speedway Bad Future,
KORG,01/Wpro,,Pad,,Collision Chaos Present,
KORG,WAVESTATION,PATCHES -> RAM3,23 ResoSweep,Needs confirmation,Sonic Boom (Intro),
KORG,WAVESTATION,,,Custom Sequences,"Quartz Quadrant Present, Special Stage",
Kurzweil,K2000 V2,,Intro Synth Pad Layer,,Sonic Boom (Intro),
Moog or Oberheim?,?,,Synth Bass,,"Wacky Workbench Present, Special Stage",
Oberheim,OB-X,Classic,G4 P1 Trumpet,Needs confirmation,Palmtree Panic Present,
Yamaha,?,,Organ-ish/Accordion-ish Sound,,Tidal Tempest Zone Present,
Yamaha,?,,Organ,,Special Stage,
2011 Remake,,"(Released: December 14, 2011)",,(Music by: Christian Whitehead?),,
Zero-G,Datafile 1,Track 27 - Speech (Male) -> TS 0:07,"""This is master control""",,You Can Do Anything (2011 ver.),
Zero-G,Datafile 1,Track 57 - Speech (Male) -> TS 0:18,"""Go!"" (version 2)",,You Can Do Anything (2011 ver.),
Zero-G,Datafile 1,Track 98 - Misc. house/tekno FX -> TS 0:32,"""Ready?"" (Male speech)",,You Can Do Anything (2011 ver.),
Sonic the Hedgehog 3 & Knuckles ,,"(Released: February 2, 1994)",,,,
Live Recording: Michael Jackson,Beatboxing,,,C0,Ending (S3),
Sample: James Brown,"Say it Loud, I'm Black and I'm Proud",,Timestamp 0:00,B6,"Mini Boss (S3), Theme of Knuckles (S3), Ice Cap Zone Act 1, Ice Cap Zone Act 2",
Stems: Michael Jackson,In the Closet,,Timestamp 0:00,A3,Ending (S3),
Stems: Michael Jackson,In the Closet,,Timestamp 0:15,"A1, A2","Carnival Night Zone Act 1, Carnival Night Zone Act 2",
Stems: Michael Jackson,Jam,,Timestamp 3:15,"9F, A0","Carnival Night Zone Act 1, Carnival Night Zone Act 2",
Stems: Michael Jackson,Why You Wanna Trip on Me,,Timestamp 0:15,"9C, 9E","Carnival Night Zone Act 1, Carnival Night Zone Act 2",
Stems: Michael Jackson,Why You Wanna Trip on Me,,Timestamp 0:17,9D,"Carnival Night Zone Act 1, Carnival Night Zone Act 2",
Alesis,SR-16,Sound,46 SolidHL,BD,-Unused sample-,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 64 - Vocals -> TS 0:00,Wooh,"A9, BE",Mini Boss (S3),
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 64 - Vocals -> TS 0:19,Come On,A5,Mini Boss (S3),
E-MU Systems,Procussion,Factory Stacks,015. Room Kick 1,A8,"Launch Base Act 1, Launch Base Act 2",
E-MU Systems,Procussion,Factory Stacks,029. Wet Kick 5,A7,-Unused Sample-,
E-MU Systems,Procussion,Factory Stacks,200. Epic Tom,AC,"Launch Base Act 1, Launch Base Act 2",
EastWest,Dance/Industrial,Track 75 - Snare Drums -> Sample 2,Snare  drum,long ambient clap effect - B2/B3,Theme of Knuckles (S3),
KORG ,01/W,PROG -> Bank A,A09 Total Kit,,-Used throughout the soundtrack-,
KORG ,01/W,PROG -> Bank A,A29 Dance Kit,86,-Used throughout the soundtrack-,
KORG ,01/W,PROG -> Bank B,B39 Timpani,98/99/9A,"Extra Life (S3), Extra Life (S&K)",
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 02 - DISCO + OLD SCHOOL -> TS 1:10,Soul Loop 99,BF,"Ice Cap Zone Act 1, Ice Cap Zone Act 2",
Roland,R-8,Internal,55 OPEN LOW CONGA,"AD, AE","Launch Base Act 1, Launch Base Act 2",
Roland,SN-R8-03 Sound Effects,Internal,03 Cannon,B1,"Ending (S3), Launch Base Act 1, Launch Base Act 2",
Roland,SN-R8-03 Sound Effects,Internal,11 Back Trash Can,BA,"Ice Cap Zone Act 1, Ice Cap Zone Act 2",
Roland,SN-R8-03 Sound Effects,Internal,15 Scratch Push,BB,"Launch Base Act 1, Launch Base Act 2",
Zero-G,Datafile 1,Track 28 - Speech (Male M.C.) -> TS 0:28,"""Go!"" (Version 1)","AA, AB","Launch Base Act 1, Launch Base Act 2",
Stuff to Find,,,,,,
?,?,,Kick,"A3, A4, C0",Ending (S3),
?,?,,Snare,A6,-Unused sample-,
E-MU Systems,Procussion,Factory Stacks,112. Wet Snare 3,AB - Similar but not a 100% match,"Launch Base Act 1, Launch Base Act 2",
?,?,,Stab,"B4, B5, C1, C2, C3, C4",Mini Boss (S3),
EastWest,Dance/Industrial,Track 24 -> TS 0:12,Kick,deep and boomy - B7 - not a 100% match,"Ice Cap Zone Act 1, Ice Cap Zone Act 2",
?,?,,Stab,B8/B9,"Ice Cap Zone Act 1, Ice Cap Zone Act 2",
?,?,,Stab,BC,"Ice Cap Zone Act 1, Ice Cap Zone Act 2",
?,?,,FX,X,-Unused sample-,
Sonic 3D Blast,,,,,,
SEGA Genesis ★,,"(Released: November 8, 1996)",,"(Music by: Jun Senoue, Tatsuyuki Maeda, Masaru Setsumaru, Seirou Okamoto)",,
Live Recording: Jimbo Matison,SEGA Scream,,,,SEGA Logo,
All other documented instruments were ripped from Sonic the Hedgehog 3 & Knuckles,,,,,,
KORG ,01/W,PROG -> Bank A,A09 Total Kit,,-Used throughout the soundtrack-,
KORG ,01/W,PROG -> Bank A,A29 Dance Kit,86,-Used throughout the soundtrack-,
KORG ,01/W,PROG -> Bank B,B39 Timpani,98,1-Up,
Stuff to Find,,,,,,
?,?,,Orch Hit,A0,Opening,
?,?,,Kick,9F,Final Fight,
SEGA Saturn & Windows,,"(Released: November 20, 1996)",,(Music by: Richard Jacques),,
Sample: MC Duke & MC Merlin,Freestyle PART 2,,Timestamp 2:07,"""Let's go!""",Gene Gadget Zone (Act I),
Sample: Yamaha,SY99 Factory Demo Songs,,Timestamp 0:00,Choir,Rusty Ruin Zone (Act 2),Link
EastWest,Bob Clearmountain's Drums 1,Partition G -> DRY KIT 1,DRY1 #3 8.3,,Green Grove Zone (Act 1),
EastWest & Masterbits,Peter Siedlaczek's Orchestra,Partition A -> ORCHHITS MIN,HITS MIN  FF,,"Volcano Valley Zone (Act 1), Volcano Valley Zone (Act 2)",
EastWest & Masterbits,Peter Siedlaczek's Orchestra,Partition D -> STRING SPIC,SPIC C1-A#3,,"Volcano Valley Zone (Act 1), Volcano Valley Zone (Act 2)",
E-MU Systems,UltraProteus,Bank 0,029 BriteMarimba,,Spring Stadium Zone (Act 2),
E-MU Systems,UltraProteus,Bank 1,081 Pizzicato 1,,"Boss, Volcano Valley Zone (Act 1)",
E-MU Systems,Vintage Keys Plus,Bank 3,422 clk:MagiFlut,,Rusty Ruin Zone (Act 2),
E-MU Systems,Vintage Keys Plus,Instruments,001 B3DistLwSlw,,Special Stage,
Roland,JD-800,Internal,I-53: Ac.Piano 1,,"Intro, Green Grove Zone (Act 1), Green Grove Zone (Act 2), Game Over, You're My Hero",
Roland,JV-1080,PR-A,001 64voicePiano,,"Rusty Ruin Zone (Act 1), Rusty Ruin Zone (Act 2), Spring Stadium Zone (Act 1), Boss",
Roland,JV-1080,PR-A,067 Poly Split,,Green Grove Zone (Act 1),
Roland,JV-1080,PR-A,072 Fantasia JV,,"Diamond Dust Zone (Act 1), Diamond Dust Zone (Act 2)",
Roland,JV-1080,PR-A,081 Childlike,,"Diamond Dust Zone (Act 1), Diamond Dust Zone (Act 2)",
Roland,JV-1080,PR-A,093 Dyna Marimba,,Spring Stadium Zone (Act 2),
Roland,JV-1080,PR-B,009 Pick Bass,,"Gene Gadget Zone (Act 2), Special Stage, Speed Up",
Roland,JV-1080,PR-B,059 Raverborg,,Gene Gadget Zone (Act 2),
Roland,JV-1080,PR-C,004 Brass Section,,Speed Up,
Roland,JV-1080,PR-C,021 Arasian Morn,,Rusty Ruin Zone (Act 1),
Roland,JV-1080,PR-C,089 Spin Pad,,Rusty Ruin Zone (Act 1),Link
Roland,SR-JV80-09 Session,XP-X -> Waveform,091 Blaster A,,Gene Gadget Zone (Act 1),
Roland,SR-JV80-09 Session,XP-X -> Waveform,116 Auhvox,,Gene Gadget Zone (Act 1),
Zero-G,Datafile 2,Track 03 - Breakbeat Live -> Sample 5,1 Bar,,Rusty Ruin Zone (Act 2),
Zero-G,Datafile 2,Track 09 - Breakbeat Live -> Sample 6,1 Bar,Pitched up 50 cents,Rusty Ruin Zone (Act 2),
Stuff to Find,,,,,,
Roland,JV-1080,,,Clean Guitar,"Rusty Ruin Zone (Act 1), Rusty Ruin Zone (Act 2)",
Roland,JV-1080,,Synth Lead,,You're My Hero,
?,?,,Brass,Read note (equipment checked),"Green Grove Zone (Act 2), Spring Stadium Zone (Act 1), Special Stage",
Roland,JV-1080,,Oboe,,Rusty Ruin Zone (Act 2),
Sound Ideas,Hanna-Barbera Sound FX Library,,Cartoon Boing,,Spring Stadium Zone (Act 2),
?,?,,Cartoon Whistle,See note,Spring Stadium Zone (Act 2),
?,?,,Percussion,,Spring Stadium Zone (Act 2),
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 01 - TEKNO/HOUSE -> TS 0:24,Stereotype 131,Probably from a different library,Panic Puppet Zone (Act 1),
Yamaha,?,,Piano,Most likely from SY99,"Special Stage, Speed Up, Invincibility",
?,?,,Funk Guitar,Todo: check if this is Zero-G ,Special Stage,
Sonic Jam,,"(Released: June 20, 1997)",,"(Music by: Kenichi Tokoi, Masaru Setsumaru)",,
E-MU Systems,Emulator Standards,Solo Trumpet 8M,Solo Trumpet,,Sonic World,Link
E-MU Systems,Emulator Standards,Dance Club,Ambient Drums,,Sonic World,Link
E-MU Systems,Emulator Standards,Flautas Bonita,Vibrato Flute,,Museum,
KORG,WAVESTATION A/D,PERFORMANCES -> ROM0,15 Analog Brass,,Staff Roll,
KORG,WAVESTATION A/D,PERFORMANCES -> RAM1,28 The Pied Piper,,Staff Roll,
KORG,WAVESTATION A/D,PERFORMANCES -> RAM3,0 Grand Piano 16',,"Sonic World, Staff Roll",
KORG,TRINITY,Programs -> Bank A,A001 Acoustic Piano,,"Digital Manual, Game Select",
Roland,SOUND Canvas SC-55,Capital,006 E. Piano 2,G4,Museum,Link
Roland,SOUND Canvas SC-55,Capital,034 Fingered Bs.,,Sonic World,Link
Roland,SOUND Canvas SC-55,Capital,047 Harp,,,Link
Roland,SOUND Canvas SC-55,Capital,049 Strings,,,Link
Roland,SOUND Canvas SC-55,Capital,054 Voice Oohs,G4,Staff Roll,Link
Roland,SOUND Canvas SC-55,Capital,062 Brass 1,G4,Sonic World,Link
Roland,SOUND Canvas SC-55,Capital,069 Oboe,G4,Museum,Link
Roland,SOUND Canvas SC-55,Capital,099 Crystal,E6,Staff Roll,Link
